product_id,name,description,category,price,quantity,currency,image_url,supplier,attribute1,attribute2,attribute3,attribute4,attribute5
147,Sony 4K Television Model 958,Ultra HD television with vibrant colors and smart connectivity features.,Televisions,199.77,1,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5016,5003,5011,5020,
148,Siemens Washing Machine Model 225,High-capacity washing machine featuring multiple wash settings and eco-friendly operation.,Washing Machines,108.57,2,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
149,Samsung Microwave Oven Model 697,Compact microwave oven with advanced heating options and easy-to-use interface.,Microwaves,661.03,2,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
150,Sharp Microwave Oven Model 592,Compact microwave oven with advanced heating options and easy-to-use interface.,Microwaves,1994.64,21,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
151,Sharp Microwave Oven Model 952,Compact microwave oven with advanced heating options and easy-to-use interface.,Microwaves,992.13,10,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5012,,,,
152,Sharp Microwave Oven Model 303,Compact microwave oven with advanced heating options and easy-to-use interface.,Microwaves,337.53,7,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
153,GE Washing Machine Model 665,High-capacity washing machine featuring multiple wash settings and eco-friendly operation.,Washing Machines,1054.67,15,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
154,Siemens Washing Machine Model 860,High-capacity washing machine featuring multiple wash settings and eco-friendly operation.,Washing Machines,1153.56,4,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5016,5001,5014,,
155,LG 4K Television Model 264,Ultra HD television with vibrant colors and smart connectivity features.,Televisions,311.2,5,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
156,Whirlpool Refrigerator Model 637,Energy-efficient refrigerator with spacious design and modern cooling technology.,Refrigerators,1642.16,20,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5016,,,,
157,Panasonic Microwave Oven Model 871,Compact microwave oven with advanced heating options and easy-to-use interface.,Microwaves,1102.68,2,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5016,5009,5001,,
158,LG 4K Television Model 550,Ultra HD television with vibrant colors and smart connectivity features.,Televisions,369,8,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5011,5020,5016,5003,
159,GE Washing Machine Model 452,High-capacity washing machine featuring multiple wash settings and eco-friendly operation.,Washing Machines,771.38,12,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
160,Siemens Washing Machine Model 191,High-capacity washing machine featuring multiple wash settings and eco-friendly operation.,Washing Machines,1538.28,12,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
161,Samsung Microwave Oven Model 356,Compact microwave oven with advanced heating options and easy-to-use interface.,Microwaves,1917.78,17,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
162,Bosch Washing Machine Model 613,High-capacity washing machine featuring multiple wash settings and eco-friendly operation.,Washing Machines,1280.95,3,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5001,,,,
163,Siemens Washing Machine Model 302,High-capacity washing machine featuring multiple wash settings and eco-friendly operation.,Washing Machines,580.89,17,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5001,5016,,,
164,Sony 4K Television Model 335,Ultra HD television with vibrant colors and smart connectivity features.,Televisions,1988.05,6,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5011,,,,
165,Sony 4K Television Model 785,Ultra HD television with vibrant colors and smart connectivity features.,Televisions,258.34,17,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5020,,,,
166,Samsung 4K Television Model 566,Ultra HD television with vibrant colors and smart connectivity features.,Televisions,1256.71,13,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5020,5016,5003,5011,
167,Bosch Washing Machine Model 462,High-capacity washing machine featuring multiple wash settings and eco-friendly operation.,Washing Machines,656.81,8,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5001,5016,,,
168,Sharp Microwave Oven Model 473,Compact microwave oven with advanced heating options and easy-to-use interface.,Microwaves,1429.19,9,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5012,5016,,,
169,Whirlpool Refrigerator Model 763,Energy-efficient refrigerator with spacious design and modern cooling technology.,Refrigerators,1966.62,7,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5001,5005,,,
170,LG Refrigerator Model 902,Energy-efficient refrigerator with spacious design and modern cooling technology.,Refrigerators,337.03,21,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5001,,,,
171,Siemens Washing Machine Model 448,High-capacity washing machine featuring multiple wash settings and eco-friendly operation.,Washing Machines,1568.03,3,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5016,5002,5014,5001,
172,Siemens Washing Machine Model 128,High-capacity washing machine featuring multiple wash settings and eco-friendly operation.,Washing Machines,1115.13,24,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5016,5001,,,
173,Samsung 4K Television Model 927,Ultra HD television with vibrant colors and smart connectivity features.,Televisions,1857.64,7,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5020,,,,
174,Samsung 4K Television Model 838,Ultra HD television with vibrant colors and smart connectivity features.,Televisions,1923.86,11,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5011,5020,,,
175,Whirlpool Refrigerator Model 336,Energy-efficient refrigerator with spacious design and modern cooling technology.,Refrigerators,784.44,15,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5001,5016,,,
176,GE Washing Machine Model 853,High-capacity washing machine featuring multiple wash settings and eco-friendly operation.,Washing Machines,905.19,4,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5016,,,,
177,Whirlpool Refrigerator Model 987,Energy-efficient refrigerator with spacious design and modern cooling technology.,Refrigerators,568.4,15,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5001,5002,5016,,
178,Bosch Washing Machine Model 342,High-capacity washing machine featuring multiple wash settings and eco-friendly operation.,Washing Machines,1810.33,16,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
179,LG Refrigerator Model 790,Energy-efficient refrigerator with spacious design and modern cooling technology.,Refrigerators,1831.8,16,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5001,5016,5002,5005,
180,Bosch Washing Machine Model 461,High-capacity washing machine featuring multiple wash settings and eco-friendly operation.,Washing Machines,873.11,1,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
181,Sony 4K Television Model 441,Ultra HD television with vibrant colors and smart connectivity features.,Televisions,1772.1,24,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
182,GE Washing Machine Model 559,High-capacity washing machine featuring multiple wash settings and eco-friendly operation.,Washing Machines,1994.34,21,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5002,,,,
183,Panasonic Microwave Oven Model 651,Compact microwave oven with advanced heating options and easy-to-use interface.,Microwaves,956.51,11,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5012,5001,,,
184,GE Washing Machine Model 886,High-capacity washing machine featuring multiple wash settings and eco-friendly operation.,Washing Machines,720.32,22,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5014,5002,5016,5001,
185,Samsung Microwave Oven Model 183,Compact microwave oven with advanced heating options and easy-to-use interface.,Microwaves,373.68,14,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5001,,,,
186,Sony 4K Television Model 798,Ultra HD television with vibrant colors and smart connectivity features.,Televisions,410.17,22,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5016,5011,5003,5020,
187,Sony 4K Television Model 142,Ultra HD television with vibrant colors and smart connectivity features.,Televisions,787.62,9,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5003,5020,5011,,
188,Whirlpool Refrigerator Model 523,Energy-efficient refrigerator with spacious design and modern cooling technology.,Refrigerators,782.84,10,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
189,LG Refrigerator Model 969,Energy-efficient refrigerator with spacious design and modern cooling technology.,Refrigerators,1287.56,16,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5016,,,,
190,Whirlpool Refrigerator Model 327,Energy-efficient refrigerator with spacious design and modern cooling technology.,Refrigerators,382.95,15,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
191,Samsung Microwave Oven Model 594,Compact microwave oven with advanced heating options and easy-to-use interface.,Microwaves,276.48,18,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5016,5009,5001,,
192,Samsung 4K Television Model 573,Ultra HD television with vibrant colors and smart connectivity features.,Televisions,1483.16,18,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
193,LG 4K Television Model 322,Ultra HD television with vibrant colors and smart connectivity features.,Televisions,1708.44,12,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
194,Whirlpool Refrigerator Model 248,Energy-efficient refrigerator with spacious design and modern cooling technology.,Refrigerators,356.23,6,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
195,Siemens Washing Machine Model 637,High-capacity washing machine featuring multiple wash settings and eco-friendly operation.,Washing Machines,1546.79,7,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5002,5016,,,
196,Samsung Refrigerator Model 628,Energy-efficient refrigerator with spacious design and modern cooling technology.,Refrigerators,1692.42,5,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
197,Siemens Washing Machine Model 430,High-capacity washing machine featuring multiple wash settings and eco-friendly operation.,Washing Machines,1181.77,12,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5002,5016,5001,,
198,Bosch Washing Machine Model 316,High-capacity washing machine featuring multiple wash settings and eco-friendly operation.,Washing Machines,1019.86,6,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5014,,,,
199,Sharp Microwave Oven Model 663,Compact microwave oven with advanced heating options and easy-to-use interface.,Microwaves,654.67,8,USD,http://example.com/images/product.jpg,Cozy Home Appliances,,,,,
200,Samsung Refrigerator Model 981,Energy-efficient refrigerator with spacious design and modern cooling technology.,Refrigerators,843.32,7,USD,http://example.com/images/product.jpg,Cozy Home Appliances,5016,5001,5005,,
